ID,label,Comments
881,0,bizo kanjenanalomoni
882,-1,mukwebhe gogo dlala ngawe ube ufuna mali
883,1,nani gogo yayitjhanda mali sumbuyisa ngbi swine lotto
884,1,maye mahle ema legsi asimolliesi cela sishintjiselane nani
885,0,khuluma naye gogo
886,1,mine ngiwakho myeni wami
887,-1,ungatseli lwandle lwemanti kulokudla wena
889,0,akume kuhhwebhana majahi
890,-1,sidli lesimbi ngu zwemarti udla ngengati yemaswatayikho intfo lephilako leyawuphidze ikhulunywe ngu zwelikanjenanayasicansula zweli wakhona
891,1,siyabonga gawu gawu fori clarificationi loti ofi usi answeredamanidla
892,-1,cha uyenyanyisana zweli
893,0,ufuna kutsini lomfana lona hlonipha bomake tsine siyabahlonipha asifani nawe namswati bomake
894,0,liciniso lelo babe vele kwawona onkhe emalunga ephalamende avotelwe ngetizatfu letifile lokufaka yona igawuzela khepha lesikubonga ngabo ngu lombono yekukhetsa ndvunanhulu kuloko siyabavuma
895,-1,unemona babe ukhuluma kabi tsembekabafazi akusibo bantu
896,-1,kukahle kutsi sifake yena vele lemali itobuyela ekhaya kakhe vele sitabafaka bonkhosikati ngoba kuncono siyabati bangakitsi kune muntfu lesingamati nawe uyadla mosi timali lengabe uyinika labalimala muhla timengemashumi lamabili nakune enyangeni yenhlaba nalabanye labakanjenanakolako ngenca yembukanjenana welinyenti siyalungisa ngendlela yetfu futsi sitabafaka hlukana nemndeni waka simelane bhuti siyabatsabdza ngeke ulunge khnanlwa wena khnanlwa uhlulwa yinizondo lembi kabi kabi akate ngeke sitjelwe nguwe nibobani nine kutsi nitsi niyalungisa ngitsi lesilungisako sisive uyeva kambe mngamu ungasenti tilima kufaka make yena na make lomunye luhlelo lwetfu kute siketule manigonano kute angototsenga bantfu betfu awume nje mfana kanjenanayasenyanyisa tsine senta ngendlela lefanele naku lukhetfo lukhona kube saya ngani ngabe manigonano utatentela nje simelane uhlakaniphile ubulawa kutsi wehluleka kubulala gawuzela hlalani phansi nine nibukele lomunye umnyaka ubhodla inzondo uyakutjela asewume lokusenyanyisa bentani khona lephalamende utonaka yena tsine sijabula nekuva lelivi lakhe uyeva kambe livi lakhe liyasekhutsata alifani nalelakho unemoya lomubi bhuti tihnanisise nengcondvo yakho yomile mani ngatsi awufundzanga sengigcina uhlale wati kutsi awusuye uncondzisi wentsandvo yelinyenti eswatini kkufake lanhloko yakho loko gawuzela ulungile kungako siphilela yena uyeva kambe bhakanjenanabha sesitakuzonda kani sibazalwane kahle bo mfana uta kabi besitsi sewengca kulenzondo kani usagaya bhakanjenanabha kanjenanankhe sinemaphutsa buti sifuna kumbona jesu khristu nakabuya ngako purifyi ourselvesi dailyi engatini ya jesu khristu nawe susa inzondo bhuti na mswati asimzondi noma enta bo bacede kanjenana senta ngendlela yekutitfoba jesu nguye lotasipha demosiracyi noti ngeke usitjele ndvodzana natsi emaniti fana lakhe firsti iffi neveri wantedi emaswati participate nowi youre tellingi usi khnanlwa ndvodzana sibadzala lentfo yakho lena sitayilalelisa bonke bantfu batakuva kutsi unemoya lonjani titfobe
897,-1,usaphila enhloko yena lona ufuna batomtjela lamacini kanjenana
898,0,ufuna kutsini
899,-1,yini ufune kulalelwe wena wedvwa nje
900,-1,fuseki suka mani
901,-1,uyanya wenu akayinigani yena ayoba lilunga lephalamende
902,-1,nguwe lofuna lemali siyekele ngemona sidziniwe nguwe nemhobholo wakho
903,-1,ingabe uyaphila yini lobabe lona isi umona wakho awudzingekin sewusidzinile lobabe lona nanini nicine
904,-1,asihloniphananeni phela bonkhosihhawu inzondo lengaka nani
905,-1,khokha lolokufake lamlonyeni wena kuyini kona
906,0,fewi weksi ago bewutsi asingabhalisi nyalo sewusitjela kutsi singavoteli bani
907,-1,lona uyagula ngengcondvo nani judgingi indlela lasenta ngayio tintfo
908,1,wasebenta ke mnaketfu
909,0,phumuta lomuntfu lomdzala ngobe uyasindvwa liyasindza lelijoti
910,0,titfumile dlamini
911,1,siyabonga majori vi wente lokufanele
912,-1,mfundisi cha awunalo licinikanjenana ngabe fane manie wathula u failedi answeri aski
913,1,ngivumelana nawe asinane letinkhundla tetfu sitfukulule kukhwabanisa livekati leafrica alikaphumeleli ngenca yemaphathi asente kutsi tinkhundla tite bukhwabanisi kuphela
914,1,uyati kukhona lakuyiwa khona kepha simakandze uyawutsatsa indzawo
915,-1,qhawe iti loksi like usbukelisa bantfu banye kuleprogramme yakhobrwhyi usbukelise losihle wakho lochukuluta sive ngalendlela lakhuluma ngayio brkutsi kukhulunywa kahle esuke yena amemete asi ifi ubita ummemobrwe heardi himi andi iti isi enoughi geti anotheri perkanjenanani oni ori differenti topici
916,-1,usenta tilima
917,0,yini ligama lelalifilimu kantsi futsi ibonwa nini sive kanjenanankhe
918,1,sicela kuti khetsela ndvunankhulu
919,0,buta lomuntfu kutsi lamaswati akaholi ngani
920,-1,laba bobabili bakhuluma lite nale ntsatseli lena ngatsi ingumanigonano
921,-1,uyanya sihle nguyiphi lentfutfuko lokhuluma ngayio
922,-1,lenkhulumo ayitsintsi tinhlangotsi tonkhe ngabe kune lilunaga lelicoco ngobe umuntfu lowatiko ngelicoco kwakutsiwa licoco ngilo lelabeka mswati beyinigafuni lomake akalikhiphi liphelele licinikanjenana
923,0,ngicela manamba alomake
924,1,siyabonga chawe yati uyalakha lelive
925,1,labafati kufanele banikwe lokuhle kubongwe lomsebenti wabo machawe sibili
926,1,wakhuluma make wami emacinikanjenana langangeke antjintje ayinanlala anje
927,-1,nankha ke emacinikanjenana tidlamlilo asitifuni la kangwane kadze sabuswa bukhosi kingani sekufuneka sibulahle mine angeke ngilahle indlela lengikhule ngayio
928,-1,uyitsintselani lendzaba nyalo sekashonile umntfwanenkhosi mfanasbili ngobe nguye lebekayifuna
929,0,mahamba yedwa njengelanga mahamba yedwa okwe nkhomo lelahlekile nkhosi ingani ukubhodla kwakho kuletha ukuthula wekunenene
930,0,mapapa nema vosi
931,0,slwane sacela uyekele ngicele gogo ngoba ngite nani
932,0,kute
933,-1,gogo angawawashi emabhodo
934,0,kuyadlalwa kani tisukumele gogo slwane akacondzi kutsi ucela kuye nawute
935,-1,yabona lenkhulumo yekucala ngibuleleshotsi kuyadlalwa
936,-1,slwane hhayi bo ngafa luhleko
937,0,nanisa nandlela bo
938,1,uyononga ini
939,0,kwayangani inkhosi kanjenanabhuza amcoshe kangaka lomntfwana ebuncaneni bakhe siyabonga mntfwanenkhosi kwenta sincumo ushiye lendlela yebumnyama bewumosha ngayio bamtfwana bema swati ngiyetsemba loku bewukwenta usengakabi ngu mfundisi e jci matsapha ngitibuta kutsi uyetama yini kubalandzela labo sisi bhuti labawela kunanugibe bewukulo balandze mlangeni nabo bamtfole khristu jesu bangayi esihogweni natsi siyakhuleka jehovahi asisite ebutsakatsakeni betfu
940,0,eyinigiyabona kutsi alli emaswati onkhe kufaka ekhatsa nenkhosi eswatini afuna intfo yiniye lefanako inkinga kutsi ungubani ungumsa wabani knatsi ngabe sibuka matisi kutobona kutsini ingabe ungilo yini liswati budli nenhlitiyo lembi ilibulele lelive umaniginesikhundla kuministryi tsite bonkhe bantfwana netihlobo tami tiyosebenta akubukwa kutsi tiwufundzele yini lomsebenti ngona cha brpolitiki ayikahlobi futsi ayitange ihlobe umanigabe bantfu benta intsandvo yabo loko kuyayilimata politiki
941,0,ngake ngadibana nalentfo lencanyana elibrary eswatini
942,-1,sifuba sagedlembane sikuphi kani
943,-1,uyabona slwane hhayi emaniga akhe
944,1,imnandzi ingoma
945,0,swazilandi awumncinyana
946,1,chubekani maswati akitsi nkosyami nisiphemanidla yati mine nigtfola emanidla umanigilalela lengoma yenu
947,1,nalokutsi ngiliswati nje ngitiva ngimkhulu
948,1,ingoma yakho mfethu imnandzi kakhulu
949,1,washa
950,1,ihamba embili mfanami letako sitoba kanjenanababili
951,0,ecinisweni lona ufanelwe ngulokunengi kunaloku lanakokepha kuba ka gogo eswatini kufike kube ngudodi khona lapho
952,1,bantfu benhlitiyo yami
953,1,ngatichenya ngani maswati akitsi
954,1,phakama bhuti omdala muhle umsebenti
955,1,wawu ngaze ngayitfola lengoma kuhle mnetfu
956,0,khuliuma mntfwanababe
957,1,sukani madoda
958,1,ngiyidlala nsuku tonkhe lengoma ngiyayitsandza
959,1,woza
960,1,ngibukele ngtsandza
961,0,titosulwa ngusimakadze
962,1,uyayibetha bhuti
963,0,kube bengati kutsi titawubutfwa ngubani na
964,0,awi yopha njalo nangbuka langphuma khona
965,1,umtukulu wematfombeni uvumelana nawe
966,1,kunini uphanda gazi umthantazo wakho uyazwakala kumdali phambili
967,1,ngiyacala kuyiva nekuyibona lengoma ngiyibone kufaceboki lapho khona benisesikolweni lesikhulu emhlataneimnandzi chubeka njalo
968,1,kanjenanalo anisho ngani kutsi kunetintfo letimnandzi kanjenana
969,1,bengitjela labafana bakitsi ngitsi asenishayie tingoma temagitali utolalela bunandzi ne mlayieto lovakalako lena ivakala kahle nhatichenya ngawe
970,1,mfana awsu pholofitha wenangubani lokucocele indzaba yami yihle ingoma
971,1,ynani lengoma kanjenanalo isengcondvweni yami sikhatsi lesidze ngiyayitsandza
972,1,iya vutsa
973,-1,silwane
974,0,slwane nanu hhha logogo wakho bekaku nyofile mbamba
975,1,gogo haha ubonakalisa slwane
976,0,gogo
977,1,ngiyabatsandza lalababili
978,0,tiphuma tonkhe tindzaba gogo
979,1,ayibo gogo tingcoza letimnyama
980,-1,logogo uyagula lo
981,0,utodlela mntfwanami kudla kwakhe
982,0,tingcosa letimnyama
983,-1,gogo kepha
984,1,gogo naslwane nangakhela lusuku ynani
985,0,emaplasitiki gogo
986,0,futsi vele bakutsatsaphi gogo tingcoza lemtiyama emaphastiki utsadza lowasebhange
987,-1,labantfu bayiengekile baphila emaphushweni langalungeli emaswati
988,1,nkhosi dlamini
989,1,waze wabeka zinyane lembube nenhlonipho hlubi lomuhle
990,0,ngabe kuyangani loshukela adule kangaka ngatsi uta ngemkhumbi kani wakhiwa lakangwasane
991,1,siyabonga mhlonishwa kukhulumela sive
992,1,inkhulumo lenhle mayiwane
993,1,ubeke kahle masekoandi uyasebenta manie ungatishhayi sfuba
994,1,hhayi kukhankhasanekutishaya sfubautfunyiwe mhlonishwakhulumela sive
995,1,wabeka umhlonishwauphose wafa mahhashi
996,0,mine ngitsi kunciphisa umnyaka iminyaka ibe ngephasi kwemashumi lasitfupha bakhona labo labapenishelwa kancono
997,1,bamanie bayalibanga lakho silo sikhulu
998,1,bayethe waphakathi live lakho
999,1,inkhosi yami lengiyitsandzako
"1,000",-1,sekute yini lomunye longahumushela lengwenyama ngoba lo hhayi mani
"1,001",0,mine cela mabhalane wenkhosi sekake ngasho nje kube noma sikhulumeli sahulumende lokwakhulunya sive esibayieni kweteka nje
"1,002",-1,lomhumusho uyadzinana
"1,003",1,bayethe waphakati uyimbube uyesabeka lunwele nanudze siloskhulu
"1,004",-1,buyelani niyikhulume lendzaba ayikapheli
"1,005",0,mbambambamba inkhulumiswano idzingekile kuyaboniswana lonyatselekile akangabukelwa phansi eyi kepha utsi babe bhenethi kuyatsatfwa emaswati kanjenanalo asaba emaphoyisa embube siphila ngemusa wankulunkulu
"1,006",-1,mphandlana ungulokunye kwaletintfo letingalungi lavenikute kwakha lokungentiwa nguwe ngoba lomunye umuntfu longavumelani nenhlokanjenana yenu nimaphathi awumkhandzi akhuluma licinikanjenana
"1,007",1,sineligugu lapha kubabe shongwe uyayati indzaba yakhe
"1,008",-1,inkinga niyasesabisa angeke inkulumiswano ilunge kwanyalo mphandlana ubanga umsindvo welite tinkhundla tikahle kakhulu ngoba wonke muntfu unelitfuba lekuvota hhayi lesi layilayi lesimaphathi kubukwa ebuholini kuphela
"1,009",1,ngima nawe shongwe banemaniga vele
"1,010",-1,uyalikhuluma lite bhenethi
"1,011",1,akahlonyiswe qhawe inkulumiswano imcoka kulabo labangavumelani kuboniswane ngetinkinga letisivelele evenibantfu bakitsi ababe ngulelishintjo labafuna kulibona
"1,012",-1,uyahaza ye bhenethi yini lenhlonipho lokhuluma ngayio nangabe live nilibulele kanjenana noma lenhlonipho loyishoko ngulokweba lemali yelive
"1,013",1,kunjalo shongwe ayiphele indzaba yekubhaca ngelicembe
"1,014",1,kunjalo mntimanidze
"1,015",-1,babe wolitha bhenethi ubhaca ngelicembe wati kahle kutsi yonkhe lentfo yoniwa yinikhosi kanjenanabhuza nga
"1,016",0,inhlonipho nelicinikanjenana ngulesikudzingako live lishile lashiswa bantfu labanemaniga futsi labete inhlonipho inhlonipho ibalulekile
"1,017",-1,babe mphandlana inkulumiswano nekumemeta akufani awukwati nekutimela
"1,018",1,ngiyayitsandza babe bhenethi ucinisile
"1,019",0,inkhosi yinikhosi ngebantfu uma ingasabalaleli isabusa ini
"1,020",0,tsine sicela kutikhetsela indlela lesingatsandza kuphatfwa ngayio simaswati kepha lokubulala bantfu akusiko kusebenta lesingakuncoma
"1,021",0,inkhulumiswano iyadzingeka ngalokuphutfumile di uma kunemsindvo uma batsi asimele kuthula kucala bese siya enkhulumiswaneni kusho kutsi bayakucondza bumcoka benkhulumiswano sikhulumisana nje ngoba siyalwa sidzinga lokukhulumisana kucala kuze sakhe kuthula
"1,022",-1,shongwe awukayilungeni inkhulumiswano
"1,023",1,beneti uyavakala babe ingako lamaphathi labawafunako angeke akuletse kuthula ekuveni
"1,024",-1,ihlonipho ibalulekile kwekucala nje lesigcoko sitsini kushongwe
"1,025",-1,mphandlana usinengikanjenana ufuna ingkhulumiswano kepha akakhoni kutikhulumela yena kunkhulumo mphikisano labanyusa livi bayayie babete emaphuzo lacinile ukhuluma emaniga
"1,026",-1,benethi babe hamba uyofundzela kutimela uhlele emaphuzo hhayi lilokwethulaka akusiko lobutwakona ufihla licinikanjenana ube ulati shongwe wenta ncono hhayi lenakwanta nasihle
"1,027",-1,phendula ngendzaba ya ye bhenethi hhayi kufaka bo sistela labangekho
"1,028",1,ngyamuva mine mpandlana hhayi lo bhenethi manigonano lomkhulu ugega liguma
"1,029",1,kunjalo mphandlana mswati akati indzawo yakhe qhawe vela nje kutsi uhambisana nemzala wakho
"1,030",0,mine ngicela kubuta kutsi yhini lengentiwa kute kunatfwa kwatjwala lakangwane
"1,031",1,wena babe lichawe lami
"1,032",-1,angimuva lomuntfu wenu lo utsini kahle kahle
"1,033",-1,yabona kwa chawe kwenyana ngetindlela letiphansi
"1,034",1,sengijake nanunye luhlelo lwakho dlamini
"1,035",0,kugcekwa
"1,036",0,yini ngatsi udlile nkosi
"1,037",1,ngitsandza kucabanga kwakhe lone ndlebe akeve
"1,038",-1,qhawe udlala ngemaswati kulelihlelo
"1,039",1,emadvodza lamahle hahaha
"1,040",0,qhawe mamba
"1,041",-1,lwani leluhlelo leli
"1,042",-1,yabona qhawe uhlekisa ngalomuntfu wenkhosi lowatsikabeteka engcondvweni
"1,043",-1,maja vi ufuna kushaya tsine ayiekele qhawe akayiboni lemibuto kutsi yekumcaphata nayie wa hlubi uyaphendvula kudlalwa ngayie yho
"1,044",-1,udlalelani qhawe ngalomntfwanebantfu
"1,045",-1,wuwi kutsiwani lapha
"1,046",-1,yabona mavusana uphendvula intfoyakhe lana
"1,047",0,uta utanitsandza niyi mali yini yebegu
"1,048",0,uyabanyanya yini bakho bamntfwana yimhnano ka jemusi
"1,049",-1,kukhulunywa lite mbamba
"1,050",1,ngyalusaphotha nami nanuhlelo nanwakhiwe ngubane mamba
"1,051",-1,msangano welihlelo lona
"1,052",-1,ukhuluma lite
"1,053",-1,unemaniga mswati akatsandzi muntfu utsandza bantfwabakhe
"1,054",0,imihnano yami
"1,055",1,lokwanamuhla kumnandzi kakhulu chubeka ntfulini netisebenti
"1,056",1,kutente ikhomedi lokwanamuhla
"1,057",-1,yewena mosi awutiva kutsi utsini uwanamgogodla
"1,058",-1,qhawe asekasiyekele ngaleliphara lelingu mphandlana yati ngyalenyanya mani
"1,059",-1,siteshi semaswati lungisani lomsindvo ikakhulu nakukhona losecingweni asiva kahle
"1,060",-1,chawe awuyekele kudlala ngemadatha etfu yini lentfo yabo maja vi bekuncono lesikhatsi unalutfo please ntfulini asidlali la
"1,061",-1,eishi umubi pandlana yo
"1,062",-1,manije umtfukelani kute inhlonipho
"1,063",-1,uvuvukile awukakulungelo loku
"1,064",1,wadalelwa loku babe meja vi kahle kahle mfowethuwethu ungakuphi
"1,065",1,nkulunkulu akubusise lunga lephalamende wasendingeni
"1,066",1,ukhuluma kahle mlangeni babe lutho
"1,067",0,lowaka shongwe sewungu manigonano
"1,068",1,unemandla laswatini uyati lobabe lo
"1,069",0,naye makhanya kukhona lakanenkinga khona kukhona lakalahlekisa bantfu khona ngalobunyanga nayie akati lutfo makhanya lapho nje nine mavukanjenana nimane niyamphikisa lowaka shongwe simelane namakhanya abati lutfo
"1,070",-1,usehlatsini lowaka simelane umanie uyamphikisa lowaka shongwe simelane akati lutfo nje ngci simelane futsi unenkhani vele e jericho uyehlelwa nase zioni uyehlelwa ngmoya hhai kubayiniyanga
"1,071",1,cha ngyakuva shongwe
"1,072",-1,lokwemfati loku kuphetfwe ngulotkanjenanatsi balemajobeni
"1,073",-1,yati lomphandlana uyangibhora nanu ucabanga kutsi konkhe lakushoko kungiko kani sewaphupha
"1,074",0,impela yimpi ka pharnanitsini ichubekela mphambili siyaya kuyokhulumisananoma vele lapho sengiyo
"1,075",-1,awuthule msindvoze
"1,076",1,babe mamba sicela utfutfukise siteshi kuhle kakhulu
"1,077",-1,nalona lo bhizi
"1,078",0,bane kuphela lababhala umtsetfo sisekelo
"1,079",1,sibonga kakhulu ntfulini syabonga nakuwe make kusichazela kutsi sisukaphi saphose safa maniga
"1,080",-1,labomake laba beva lemali labayidlile qhawe kufute kanjenanake utfole insha ngaloku leluhlelo lwakho alikho ehlangotsini linye na
"1,081",1,mphandlana aligugu kulelive uyakhona kusitjela tindzaba ngoba ufuna kusitjela simo sinjengoba
"1,082",-1,sivumele sishayie ntfulini phela loku akungabi ngabomphandlana sitsini ngalabo labafuna kuphatswa yinikhosi
"1,083",0,mphandlana ungetulu ngemcondvo kanalabalwa nayie
"1,084",1,ngatsi bangandza labatokhuluma emaciniso kulelive safa bantfu labanemona
"1,085",1,siyabonga make ndzinisa kukhuluma licinikanjenana lelinyanywako
"1,086",0,akasekele lakushoko babe phandlana sijabulile ngalabanye
"1,087",-1,kubuhlungu kufundza kutsi balwa ngemagama kwekutsi ngubani lowalandzela magama ebelungi mbamba kepha mxmi anikhoni kuticabangela
"1,088",1,emapolitiki ayibhizinisi labantfu laba basemsebentinibatfola imali kushintja emanidla ekuphatsa akusiyo imphendulo kepha bamtfu abanikwe labakudzingaki saudi araba ute emavuka mbukanjenana banenkhosi kepha umnotfo wabo usetulu lisiko lemasiswati nemihambo yihle kakhulu sinhgulabamyama sibili andi kukhomba kwekutsi siyakwati kuticanga nekutiphatsa
"1,089",-1,yini lelebanga shongwe akhulume ngalabafa abente bofakazi bakheasekakhulume lokunengcondvo lobabekahlehle ufuna kutsini lobabe ukhulume tingakhi tidzaba
"1,090",1,yakhuluma imbokodvo halala
"1,091",-1,ya maswati nasihlakaniphile ngeke saladzela batfu labafana nalo mphandlane yo kute umutfu lainhlonipho nelwati kute la
"1,092",-1,lo mphandlana wakhona ukhuluma inkhukhuma nje njenga malema hhayi suka
"1,093",-1,inkhosi kanjenanabhuza beyihlanganyela nalabadzala njalo ngelikanjenanantfo ngu lone maniga mpandlana
"1,094",-1,hhayi bo tfolani lomunye hhayi lendvodza lehlanyako
"1,095",0,unebufakazi buphi kutsi kute labankwentile loku kusho kutsi ukulelicembu
"1,096",-1,shongwe licaca alitiva kunuka kwalo
"1,097",0,nawe ubuyela emuva usho tintfo letenteka kulesa sikhatsi
"1,098",1,babe mamba cha uyasebenta babe siyabonga isala lakutsieni vele kwentiwe indlela kubonakale kutsi lamaswati laguna tinkhundla manigakhi mine lengikwatiko kutsi uma sive sinetineka kutawusho kanjenanana hhayi lisekela landunankhulu nemalunga asephalamende sive
"1,099",0,kona siphila sibutfo la
"1,100",0,phendvula mphandlana yabani ipudemo
"1,101",0,ngenelela kanjenanamanidla sengito letikhatsi tekugcina nababentfu labadzala babulalana
"1,102",-1,rafela utsandza meja nakashaya mphandlana uyalamula
"1,103",1,hahaha inja yemdlalo ngimkhanuke
"1,104",1,nalike live lesilifunako
"1,105",1,uyayivuma induku
"1,106",-1,ehhi kepha kuyasifaka sibhakela lokwamiphandlana
"1,107",1,sekumnandzi laswatini
"1,108",0,ulala wemuzuzu umbholofidi
"1,109",1,bayethe waphakathi
"1,110",1,sibonga kakhulu umyaka lomuhle
"1,111",1,kwaze kabakuhle siyabonga sitfombe
"1,112",1,bayethe waphakathi
"1,113",1,khula mbangazithi bayethe waphakathi
"1,114",1,mswati inkhosi sibibli bayethe waphathi
"1,115",-1,bantfu badziniwe ngulombukanjenana bancane kelendawo
"1,116",1,bayethe waphakthi hlanga lomhlabathi khula mlisa
"1,117",1,khula mlisa
"1,118",1,halala eswati halala mbube yemhlaba bayethe waphakathi
"1,119",1,bayethe waphakathi
"1,120",1,kuhle bayethe
"1,121",1,bayethe waphakathi
"1,122",1,ube nelisuku lelihle lekutalwa mbangazitha
"1,123",1,khula mlisakhula dlamadodakhula dlalusekwakhula ngwenyama nduna khula thole lenyatsi inyama yesibandza imunandzi ekoseni
"1,124",1,ube nelisuku lelihle lekutalwa mbangazitha
"1,125",1,bayethe waphakathi
"1,126",1,ube nelisuku lelihle lekutalwa mbangazitha
"1,127",1,bayethe waphakathi uyimbube uyesabeka mlisa
"1,128",1,uyimbube uyesabeka bayethe
"1,129",1,nemambala
"1,130",0,labolabakholelwa kulo liyabasebentela nkulunkulu utsembekile
"1,131",-1,nkulunkulu akakusite nkosi ubuye esimeni sakho sekuphila mayie boshumayiela nkosiyami yo sathane wadlala ngawe bo
"1,132",0,itsunami
"1,133",-1,hhayi ayikho lento
"1,134",-1,ngiyacala kubonumuntfu lobhhayiza kanjenanga meja yo uyalimosha ligamalakhe lomfowethu
"1,135",0,liwayini yenebakitsi livele limhlanyise meja
"1,136",-1,ngbatse ngyalalela ngyalalelisisa ayi angiva ntfulini kahlekahle sitsini sihloko lenikhuluma ngakanjenana suke kunengi lokukhulunya ngbabe majori
"1,137",1,chubeka uskhicitele mamba nanuhlelo
"1,138",1,ngiyakuthanda nsizwa yakamamba nomsakazowakho
"1,139",-1,alikho licinikanjenana kuleyo ndoda chawe
"1,140",1,mkhanukwa engekho
"1,141",1,bayethe waphakathi kona sikhatsi lo wemizuzu ubemncane sibili kulandzela kwekutsi lokunengi akukacaciswa kahle ikakhulu kuletincomo
"1,142",1,siyabonga bhuti ukhuluma licinikanjenana
"1,143",1,bekukuhle impela
"1,144",0,ngicela ntfombi yemuswati etokwendza la kitsi kwacele kzni
"1,145",1,ngiyakutsandza loku
"1,146",1,eswatini muhle nenkhosi kanjenanabhuza yayisembili ngesikhatsi sayio
"1,147",1,halala maswati ngise kanjenanauthi africa endasi enkomazi
"1,148",1,ngiyatichenya ngani
"1,149",1,kwakuhle kwethu
"1,150",1,ngihalalisela lomudze welive lakangwane asibumbaneni nine bekunene imicimbi lenjengalena ihlanganisa sive singatsatseki sicine ekubumbaneni bayethe waphakathi
"1,151",1,niyinitsandvokati
"1,152",1,nengca emakanjenanatja nengce nemaphoyisa nihamba embili jele yo
"1,153",1,bayethe waphathi uyimbhube uyinigwenyama
"1,154",1,libuse lomudze kunabo bonke eswatini
"1,155",1,kuhle impela kuyadzelisa
"1,156",1,nani lordi wehlukile awulinganiswasithwale jehovahi kulomhlaba usumubi kanjenana
"1,157",1,sbusikanjenana mthembu ave uhlabela kamnandzi nani
"1,158",1,udla mathole ezinyathi
"1,159",1,bayethe waphakathi
"1,160",1,imithandazo yami inenkhosi ngoba nelibhhayibheli liyasho kutsi nkulunkulu nguye lobakhetsako
"1,161",1,nkulunkulu abasise inkhosi mswati
"1,162",1,kwaze kwagcwala bo bantu base swatini bayayithanda nenkosi yabo
"1,163",1,kwaze kwaba kuhle ka ngwane eswatini mona phansi nine bekhunene uva kuhlambuluka umtimba tibhusikanjenana temvula ngwenyama live lakho uli bhusa ngekhuthula haleluyai
"1,164",1,eswatini live lami
"1,165",1,bayethe waphakathi silo semaswati bayethe
"1,166",0,yi uyabona bacinisile nabatsi kuhlekwa noma kufiwe
"1,167",0,kumnandzi le esibayieni
"1,168",0,ningizimi africa sidzinga kusekela emaswati njengoba bafundza kitsi
"1,169",0,isadci seyifeyilile yancoma mswati
"1,170",-1,mswati akasuswe ebukhosini nyalo
"1,171",-1,kuphtfwa ngumongameli kuligibe khetsani lenye inkhosi angeke nikutfole kuthula
"1,172",1,uyabona iowacala lokugula singambonga ngani ngobe emehlo emaswati avulekile sesiyibona kutsi lomgcilati akanadzaba nesive
"1,173",1,nginitsandza nokhe
"1,174",-1,loyo lenimubuta imibuto ute lenye indlela ngaphandle kwekuphendvula ugubhela kwetakhe
"1,175",-1,manini kutsi emaswati afuna lushintjo tsanini labanye babo nalabanye balamaniye emave
"1,176",-1,batsi bagadze simo sibe sifa
"1,177",-1,wena vele awukhoni kucabanga uyinja unomona
"1,178",0,awcabangi ufuna kugubheka kwesakho nawe
"1,179",-1,nguwe longacabangi ngelokuphele
"1,180",1,yahi usho mbamba mnguni
"1,181",1,ameni bhuti
"1,182",1,akawe nebkhedinazeri
"1,183",1,mengameli
"1,184",1,nceku yenkhosi ngikutfulela sigcoko
"1,185",1,mholi wami
"1,186",0,ngabotsi siyayitsandza lobuholi asibutsandzi tsine labanye sisakhula sitocitsa lobuholi
"1,187",0,uhlala uku yesimelane impaka nespoko kute liswati lelatiko kutsi impaka nespoko kuhlala phi
"1,188",1,akasuye umholi sehluleki siyabonga babe simelane cina ecinisweni
"1,189",1,ngiyasitsandza isintu futsi ngiyikanjenana yonke elusiko inhlokanjenana yakho ukuphilisa qhubekani nilwe ngingulomunye lonisekelayio ngicela ningakuqedi okuyisintu uma kwenzeka niphumelela amanidla
"1,190",1,konkhe lokukhulumako mhlonishwa kungiko nkulunkulu akabusise
"1,191",0,umholi lomuhle ngunanalela bantfu labaholako
"1,192",-1,ungumuntfu nanimele nelive lonkhe batsatsa umntfwana lona bamnika live liphutsa lelikhulu
"1,193",1,nigkutfulela sigcoko mfe lo ngeke akutsandze ungehla kwakhe kahle kahle ungumholi
"1,194",1,ngiyakuhlonipha bhuti
"1,195",-1,angasho yini kutsi lelive ngelakhe liphi lemaswati akacolise akusiko kukhuluma loku
"1,196",1,ngiyakuhlonipha gawuzela nhuti wami
"1,197",1,phakama mkhono kajehova asiphelelwa manidla silive
"1,198",1,sibhuke mholi singebakhosmakadze wetsembekile siyadzinga kunyakatisa umhlaba ndzawo yasmakadze lesuka eswatini nasendzaweni yase skwahlandekunemfihlo yakamoya yalomhlangano lonanakukuhle ngatsi kungaba na keke phofolo atovula ngale ngoma ye encounteri lakayitfola betweni lama borderi sitovusa imvuselelo yasmakadze eveni letfu
"1,199",1,siyabonga msutfu nawe mnguni ngekuba nenhlitiyo yebantfu
"1,200",-1,lesitfombe asisiko kanjenanana mbamba
"1,201",1,syabonga mholi wetfu
"1,202",1,cina nkokheli sinawe nceku
"1,203",-1,kepha ubhadala ngani sikolwa mawuhola imali lencane
"1,204",-1,awu jesu
"1,205",1,siyabonga mnguni
"1,206",0,asikhutsateni bantfu kutsi batale ngoba lutfu laseswatini seluyaphela sababeningi sitamehlula
"1,207",-1,asibambisane nebantfu base mpumalanga andi pongola jonini bese siyabona ukuthi uzochubeka yini asichaphate ngeke siphile kanjenanadvwa
"1,208",1,nkulunkulu akubusise akuphe inhlakanipho mholi wetfu
"1,209",1,amanidla mholi
"1,210",-1,nkosiyami saze sasha eswatini
"1,211",1,amanidla mholi wami
