ID,label,Comments
839,0,indlela gogo lambuka ngayio smallzi naseka khuluma isingisi
840,0,yashintji inkhulumo
841,-1,kanjenanalomoni bakwale ngtao tonkhe tindlela
842,1,ividiyo lehamba embili mhlaba wonkhe jikelele ngiyabonga futsi ngitsandza kwendlulisa lutsandvo lwamii lenginalo ngani
843,1,ayii wangakhela busuku bami gogo abengasamfuni mkhulu ngenca yemali kanjenanasithandwa sakho futsi
844,1,sengibkele angisakhoni kuyekela ngichazwa ngulendlela lashinja ngayio gogo uma abita kanjenanalomoni ilotto nkutsiengisa ticephu maolintji tinkhukhu mahewu makotapeni silwane ufute mkhulu ngebucili ngayiabamba mkami
845,-1,logogo akacushwa emaliniuze atfuke
846,0,yebonine nimuvile yinii lo
847,-1,kanjenanalomoni udlale ngemizwa yagogo ngobe ati kutsii gogo utsandza imali
848,-1,uwine malini kanjenanalomoni tkanjenanatsi welikhehla yinigako gogo sengasakufuna
849,1,ave ningibusisa ngiyanilandzela ninelithalente bandla
850,0,gogo nami
851,1,ngumkhulu wakho lona landza sigiciemalini gogo
852,0,cha cha gogo nangu lomuntfu
853,0,kanjenanalomoni yo guysi
854,0,ubambe malini kanjenanalomoni kikikikiki
855,0,hahahaha
856,0,kwentiwa yinii mkhulu singamuboni ekucaleni
857,0,yinigakhi lemali
858,-1,letimphama
859,0,kanjenanalomoni
860,1,gogo uhamba embili
861,1,gogo ufuna imali kumkhulu ngiyanikhumbula madoda kanye nagedlembane ukuphi manije yena
862,-1,cishe taphela tinkhukhu tagogo ngelotto lengekho
863,0,quotyewena kanjenanalomonquoti
864,-1,lomkhulu emaniga
865,0,yinigakhi lemali ngumalini
866,-1,ngitokubahlata mine
867,-1,gogo kodwauyinija
868,0,uyabo gogo ula
869,0,kanjenanalomoni
870,-1,yeyi kanjenanalomoni
871,0,kanjenanalomonbrbri gogo
872,0,ngobe kanjenanabambe ilotto
873,-1,azange sengihleke kanjenanangihleke ngaze ngasuta ayii gogo made myi dayii jinsusi kwasho ema shhayiinia afuna kutsii jesusekubabe litfumbu
874,-1,heyi gysi ai niyangibhubhisa ngensini
875,-1,kanjenanalomoni ngatsi utele kutodlala ngagogo nje
876,-1,smallzi nagogo imphela nitangitfolela lomunye umsebenti ngoba umlungu wamii utangicosha lokuhleka sengihluleka nekutibamba
877,-1,cha kanjenanalomoni uhlangene netigebengu
878,-1,ngabe nginemetjikanjenana ngabe ngiyamklwebha ngimnikele ngetinja
879,1,kanjenanalomoni brgogo awu uyawubusisa umphefumulo wamii ngiva kuyanongotela
880,-1,mkhulule figure yakho ayiisiyo yamaniyovu sthandwasambrgogo yima ngabomaniyovu ngiminawe brbryi muntfu ngatsi utoguga afane na gogo
881,0,bizo kanjenanalomoni
882,-1,mukwebhe gogo dlala ngawe ube ufuna mali
883,1,nani gogo yayitjhanda mali sumbuyisa ngbi swine lotto
884,1,mayie mahle ema legsi asimolliesi cela sishintjiselane nani smallsi
885,0,khuluma nayie gogo
886,1,mne ngiwakho kanjenanalomoni myeni wamii
887,-1,yho gogo uthandimali
888,0,kanjenanalomoni
889,0,akume kuhhwebhana majahi
890,-1,sidli lesimbi ngu zwemarti udla ngengati yemaswatiayiikho intfo lephilako leyawuphidze ikhulunywe ngu zwelikanjenanayasicansula zweli wakhona
891,1,siyabonga gawu gawu fori clarificationi loti ofi usi answeredamanidla
892,-1,cha uyenyanyisana zweli
893,0,ufuna kutsiini lomfana lona respecti womeni bomake tsine siyabahlonipha asifani nawe namswati ofi bomake
894,0,licinikanjenana lelo zweli vele kwawona onkhe emalunga ephalamende avotelwe ngetizatfu letifile lokufaka yona igawuzela khepha lesikubonga ngabo ngu lombono yekukhetsa ndvunanhulu kuloko siyabavuma
895,-1,zweli unemona babe ukhuluma kabi tsembekabafazi akusibo bantu
896,-1,kukahle kutsii sifake umka gawuzela vele lemali itobuyela ekhayia ka simelane vele sitabafaka bo nkosikati ngoba kuncono siyabati bangakitsi kune muntfu lesingamati zweli nawe uyadla mosi timali lengabe uyiniika labalimala muhla timengemashumi lamabili nakune enyangeni yenhlaba nalabanye labakanjenanakolako ngenca yembukanjenana welinyenti siyalungisa ngendlela yetfu futsi sitabafaka hlukana nemndeni waka simelane bhuti siyabatsabdza ngeke ulunge khnanlwa zweli khnanlwa uhlulwa yinizondo lembi kabi kabi akate boasti magawugawu ngeke sitjelwe nguwe nibobani nine kutsii nitsi niyalungisa ngitsi lesilungisako sisive uyeva kambe mngamu ungasenti tilima kufaka make gawuzela na make bacede luhlelo lwetfu kute siketule manigonano kute angototsenga bantfu betfu awume nje mfana kanjenanayasenyanyisa tsine senta ngendlela lefanele naku lukhetfo lukhona kube sayia ngani ngabe manigonano utatentela nje simelane uhlakaniphile zweli ubulawa kutsii wehluleka kubulala gawuzela hlalani phansi nine nibukele lomunye umnyaka ubhodla inzondo gawuzela uyakutjela asewume lokusenyanyisa bo macfordi bentani khona lephalamende utonaka lazwide tsine sijabula nekuva lelivi simelane uyeva kambe livi lakhe liyasekhutsata alifani nalelakho unemoya lomubi bhuti tihnanisise nengcondvo yakho yomile manii ngatsi awufundzanga sengigcina uhlale wati kutsii awusuye uncondzisi wentsandvo yelinyenti eswatini kkufake lanhloko yakho loko gawuzela ulungile kungako siphilela yena uyeva kambe bhakanjenanabha sesitakuzonda kani sibazalwane kahle bo mfana uta kabi besitsi sewengca kulenzondo kani usagayia bhakanjenanabha kanjenanankhe sinemaphutsa buti sifuna kumbona jesu khristu nakabuya ngako purifyi ourselvesi dailyi engatini ya jesu khristu nawe susa inzondo bhuti na mswati asimzondi noma enta bo bacede kanjenana senta ngendlela yekutitfoba jesu nguye lotasipha demosiracyi noti ngeke usitjele ndvodzana natsi emaniti fana lakhe firsti iffi neveri wantedi emaswati participate nowi youre tellingi usi khnanlwa ndvodzana sibadzala lentfo yakho lena sitayiilalelisa bonke bantfu batakuva kutsii unemoya lonjani titfobe ku jesu khristu zweli wemukele umusa lotakufundzisa kutfobeka youre ridingi highi horse andi nedi kanjenaname clippingi ofi wingsi ofi whichi onkyi christi jesui cani helpi bye uyamanigalisana uyati inzondo yakho ikabi ndvodzana uyeva kambe titfobe uphendvukele ku jesu khristu
897,-1,usaphila enhloko yena lo zweli ufuna bo mri thabikanjenana moloi batomtjela lamacinikanjenana
898,0,ufuna kutsiini
899,-1,whyi ufune kulalelwe
900,-1,fokofi
901,-1,uyanya lozweli wenu akayiinigani yena ayioba lilunga lephalamende
902,-1,nguwe lofuna lemali siyekele ngemona sidziniwe nguwe nemhobholo wakho
903,-1,ingabe uyaphila yinii lo babe lo isi thisi jealouslyi necessaryi expeciallyi ati thisi time nedi unityi sewusidzinile lo babe lo standi strongi honi gi godi isi oni youri side
904,-1,asihloniphananeni phela bonkhosihhawu inzondo lengaka nani
905,0,attacksi fromi regime nowi mdmi asati sitawenta njani
906,0,fewi weksi ago bewutsi asingabhalisi nyalo sewusitjela kutsii singavoteli bani
907,-1,lona uyagula ngengcondvo nani judgingi indlela lasenta ngayio tintfo
908,1,wasebenta ke majori vi
909,0,phumuta
910,0,titfumile dlamini
911,1,siyabonga majori vi wente lokufanele
912,-1,mfundisi cha awunalo licinikanjenana ngabe fane manie wathula u failedi answeri aski
913,1,ngivumelana nawe asinane letinkhundla tetfu sitfukulule kukhwabanisa livekati leafrica alikaphumeleli ngenca yemaphathi asente kutsii tinkhundla tite bukhwabanisi kuphela
914,1,uyati kukhona lakuyiwa khona kepha simakandze uyawutsatsa indzawo
915,-1,qhawe iti loksi like usbukelisa bantfu banye kuleprogramme yakhobrwhyi usbukelise losihle wakho lochukuluta sive ngalendlela lakhuluma ngayio brkutsii kukhulunywa kahle esuke yena amemete asi ifi ubita ummemobrwe heardi himi andi iti isi enoughi geti anotheri perkanjenanani oni ori differenti topici
916,-1,usenta tilima
917,0,yinii ligama lelalifilimu kantsi futsi ibonwa nini sive kanjenanankhe
918,1,sicela kuti khetsela ndvunankhulu
919,0,buta lomuntfu kutsii lamaswati akaholi ngani
920,-1,laba bobabili bakhuluma lite nale ntsatseli lena ngatsi ingumanigonano
921,-1,uyanya sihle nguyiphi lentfutfuko lokhuluma ngayio
922,-1,lenkhulumo ayiitsintsi tinhlangotsi tonkhe ngabe kune lilunaga lelicoco ngobe umuntfu lowatiko ngelicoco kwakutsiiwa licoco ngilo lelabeka mswati beyinigafuni lomake akalikhiphi liphelele licinikanjenana
923,0,ngicela maniamba alomake
924,1,siyabonga chawe yati uyalakha lelive
925,1,labafati kufanele banikwe lokuhle kubongwe lomsebenti wabo machawe sibili
926,1,wakhuluma make wamii emacinikanjenana langangeke antjintje ayinanlala anje
927,-1,nankha ke emacinikanjenana tidlamlilo asitifuni la kangwane kadze sabuswa bukhosi kingani sekufuneka sibulahle mine angeke ngilahle indlela lengikhule ngayio
928,-1,uyitsintselani lendzaba nyalo sekashonile umntfwanenkhosi mfanasbili ngobe nguye lebekayiifuna
929,0,mahamba yedwa njengelanga mahamba yedwa okwe nkhomo lelahlekile nkhosi ingani ukubhodla kwakho kuletha ukuthula wekunenene
930,0,mapapa nema vosi
931,0,slwane sacela uyekele ngicele gogo ngoba ngite nani
932,0,kute
933,-1,gogo angawawashi emabhodo
934,0,kuyadlalwa kani tisukumele gogo slwane akacondzi kutsii ucela kuye nawute
935,-1,yabona lenkhulumo yekucala ngibuleleshotsi kuyadlalwa
936,-1,slwane hhayii bo ngafa luhleko
937,0,nanisa nandlela bo
938,1,uyononga ini
939,0,kwayiangani inkhosi kanjenanabhuza amcoshe kangaka lomntfwana ebuncaneni bakhe siyabonga mntfwanenkhosi kwenta sincumo ushiye lendlela yebumnyama bewumosha ngayio bamtfwana bema swati ngiyetsemba loku bewukwenta usengakabi ngu mfundisi e jci matsapha ngitibuta kutsii uyetama yinii kubalandzela labo sisi bhuti labawela kunanugibe bewukulo balandze mlangeni nabo bamtfole khristu jesu bangayii esihogweni natsi siyakhuleka jehovahi asisite ebutsakatsakeni betfu
940,0,eyinigiyabona kutsii alli emaswati onkhe kufaka ekhatsa nenkhosi eswatini afuna intfo yiniye lefanako inkinga kutsii ungubani ungumsa wabani knatsi ngabe sibuka matisi kutobona kutsiini ingabe ungilo yinii liswati budli nenhlitiyo lembi ilibulele lelive umaniginesikhundla kuministryi tsite bonkhe bantfwana netihlobo tami tiyosebenta akubukwa kutsii tiwufundzele yinii lomsebenti ngona cha brpolitikii ayiikahlobi futsi ayiitange ihlobe umanigabe bantfu benta intsandvo yabo loko kuyayiilimata politikii
941,0,ngake ngadibana nalentfo lencanyana elibraryi eswatini
942,-1,sifuba sagedlembane sikuphi kani
943,-1,uyabona slwane hhayii emaniga akhe
944,1,imnandzi ingoma
945,0,swazilandi awumncinyana
946,1,chubekani maswati akitsi nkosyami nisiphemanidla yati mine nigtfola emanidla umaniigilalela lengoma yenu
947,1,nalokutsii ngiliswati nje ngitiva ngimkhulu
948,1,ingoma yakho mfethu imnandzi kakhulu
949,1,washa
950,1,ihamba embili mfanami letako sitoba kanjenanababili
951,0,ecinisweni lona ufanelwe ngulokunengi kunaloku lanakokepha kuba ka gogo eswatini kufike kube ngudodi khona lapho
952,1,bantfu benhlitiyo yami
953,1,ngiatichenya ngani maswati akitsi
954,1,phakama bhuti omdala muhle umsebenti
955,1,wawu ngaze ngayiitfola lengoma kuhle mnetfu
956,0,khuliuma mntfwanababe
957,1,sukani madoda
958,1,ngiyidlala nsuku tonkhe lengoma ngiyayiitsandza
959,1,woza
960,1,ngibukele ngtsandza
961,0,titosulwa ngusimakadze
962,1,uyayiibetha bhuti
963,0,kube bengati kutsii titawubutfwa ngubani na
964,0,awi yopha njalo nangbuka langphuma khona
965,1,umtukulu wematfombeni uvumelana nawe
966,1,kunini uphanda gazi umthantazo wakho uyazwakala kumdali phambili
967,1,ngiyacala kuyiva nekuyibona lengoma ngiyibone kufaceboki lapho khona benisesikolweni lesikhulu emhlataneimnandzi chubeka njalo
968,1,kanjenanalo anisho ngani kutsii kunetintfo letimnandzi kanjenana
969,1,bengitjela labafana bakitsi ngitsi asenishayie tingoma temagitali utolalela bunandzi ne mlayieto lovakalako lena ivakala kahle nhiatichenya ngawe
970,1,mfana awsu pholofitha wenangubani lokucocele indzaba yami yihle ingoma
971,1,ynani lengoma kanjenanalo isengcondvweni yami sikhatsi lesidze ngiyayiitsandza
972,1,iya vutsa
973,-1,silwane
974,0,slwane nanu hhha logogo wakho bekaku nyofile mbamba
975,1,gogo haha ubonakalisa slwane
976,0,gogo
977,1,ngiyabatsandza lalababili
978,0,tiphuma tonkhe tindzaba gogo
979,1,ayiibo gogo tingcoza letimnyama
980,-1,logogo uyagula lo
981,0,utodlela mntfwanami kudla kwakhe
982,0,tingcosa letimnyama
983,-1,gogo kepha
984,1,gogo naslwane nangakhela lusuku ynani
985,0,emaplasitiki gogo
986,0,futsi vele bakutsiatsaphi gogo tingcoza lemtiyama emaphastiki utsadza lowasebhange
987,-1,labantfu bayiengekile baphila emaphushweni langalungeli emaswati
988,1,nkhosi dlamini
989,1,waze wabeka zinyane lembube nenhlonipho hlubi lomuhle
990,0,ngabe kuyangani loshukela adule kangaka ngatsi uta ngemkhumbi kani wakhiwa lakangwasane
991,1,siyabonga mhlonishwa kukhulumela sive
992,1,inkhulumo lenhle mayiiwane
993,1,ubeke kahle masekoandi uyasebenta manie ungatishhayii sfuba
994,1,hhhayii kukhankhasanekutishayia sfubautfunyiwe mhlonishwakhulumela sive
995,1,wabeka umhlonishwauphose wafa mahhashi
996,0,mine ngitsi kunciphisa umnyaka iminyaka ibe ngephasi kwemashumi lasitfupha bakhona labo labapenishelwa kancono
997,1,bamanie bayialibanga lakho silo sikhulu
998,1,bayiethe waphakathi live lakho
999,1,inkhosi yami lengiyitsandzako
1000,-1,sekute yinii lomunye longahumushela lengwenyama ngoba lo hhhayii manii
1001,0,mine cela mabhalane wenkhosi sekake ngasho nje kube noma sikhulumeli sahulumende lokwakhulunya sive esibayieni kweteka nje
1002,-1,lomhumusho uyadzinana
1003,1,bayiethe waphakati uyimbube uyesabeka lunwele nanudze siloskhulu
1004,-1,buyelani niyikhulume lendzaba ayiikapheli
1005,0,mbambambamba inkhulumiswano idzingekile kuyaboniswana lonyatselekile akangabukelwa phansi eyi kepha utsi babe bhenethi kuyatsatfwa emaswati kanjenanalo asaba emaphoyisa embube siphila ngemusa wankulunkulu
1006,-1,mphandlana ungulokunye kwaletintfo letingalungi lavenikute kwakha lokungentiwa nguwe ngoba lomunye umuntfu longavumelani nenhlokanjenana yenu nimaphathi awumkhandzi akhuluma licinikanjenana
1007,1,sineligugu lapha kubabe shongwe uyayiati indzaba yakhe
1008,-1,inkinga niyasesabisa angeke inkulumiswano ilunge kwanyalo mphandlana ubanga umsindvo welite tinkhundla tikahle kakhulu ngoba wonke muntfu unelitfuba lekuvota hhhayii lesi layiilayii lesimaphathi kubukwa ebuholini kuphela
1009,1,ngima nawe shongwe banemaniga vele
1010,-1,uyalikhuluma lite bhenethi
1011,1,akahlonyiswe qhawe inkulumiswano imcoka kulabo labangavumelani kuboniswane ngetinkinga letisivelele evenibantfu bakitsi ababe ngulelishintjo labafuna kulibona
1012,-1,uyahaza ye bhenethi yinii lenhlonipho lokhuluma ngayio nangabe live nilibulele kanjenana noma lenhlonipho loyishoko ngulokweba lemali yelive
1013,1,kunjalo shongwe ayiiphele indzaba yekubhaca ngelicembe
1014,1,kunjalo mntimanidze
1015,-1,babe wolitha bhenethi ubhaca ngelicembe wati kahle kutsii yonkhe lentfo yoniwa yinikhosi kanjenanabhuza nga
1016,0,inhlonipho nelicinikanjenana ngulesikudzingako live lishile lashiswa bantfu labanemaniga futsi labete inhlonipho inhlonipho ibalulekile
1017,-1,babe mphandlana inkulumiswano nekumemeta akufani awukwati nekutimela
1018,1,ngiyayiitsandza babe bhenethi ucinisile
1019,0,inkhosi yinikhosi ngebantfu uma ingasabalaleli isabusa ini
1020,0,tsine sicela kutikhetsela indlela lesingatsandza kuphatfwa ngayio simaswati kepha lokubulala bantfu akusiko kusebenta lesingakuncoma
1021,0,inkhulumiswano iyadzingeka ngalokuphutfumile di uma kunemsindvo uma batsi asimele kuthula kucala bese siya enkhulumiswaneni kusho kutsii bayiakucondza bumcoka benkhulumiswano sikhulumisana nje ngoba siyalwa sidzinga lokukhulumisana kucala kuze sakhe kuthula
1022,-1,shongwe awukayiilungeni inkhulumiswano
1023,1,beneti uyavakala babe ingako lamaphathi labawafunako angeke akuletse kuthula ekuveni
1024,-1,ihlonipho ibalulekile kwekucala nje lesigcoko sitsini kushongwe
1025,-1,mphandlana usinengikanjenana ufuna ingkhulumiswano kepha akakhoni kutikhulumela yena kunkhulumo mphikisano labanyusa livi bayiayie babete emaphuzo lacinile ukhuluma emaniga
1026,-1,benethi babe hamba uyofundzela kutimela uhlele emaphuzo hhhayii lilokwethulaka akusiko lobutwakona ufihla licinikanjenana ube ulati shongwe wenta ncono hhhayii lenakwanta nasihle
1027,-1,phendula ngendzaba ya ye bhenethi hhhayii kufaka bo sistela labangekho
1028,1,ngyamuva mine mpandlana hhhayii lo bhenethi manigonano lomkhulu ugega liguma
1029,1,kunjalo mphandlana mswati akati indzawo yakhe qhawe vela nje kutsii uhambisana nemzala wakho
1030,0,mine ngicela kubuta kutsii yhini lengentiwa kute kunatfwa kwatjwala lakangwane
1031,1,majori vi lichawe lami
1032,-1,angimuva lomuntfu wenu lo utsini kahle kahle
1033,-1,yabona kwa chawe kwenyana ngetindlela letiphansi
1034,1,sengijake nanunye luhlelo lwamieja vi
1035,0,kugcekwa
1036,0,yinii ngatsi udlile nkosi
1037,1,ngitsandza kucabanga kwakhe lone ndlebe akeve
1038,-1,qhawe udlala ngemaswati kulelihlelo
1039,1,emadvodza lamahle hahaha
1040,0,qhawe mamba
1041,-1,lwani leluhlelo leli
1042,-1,yabona qhawe uhlekisa ngalomuntfu wenkhosi lowatsikabeteka engcondvweni
1043,-1,maja vi ufuna kushayia tsine ayiekele qhawe akayiiboni lemibuto kutsii yekumcaphata nayie wa hlubi uyaphendvula kudlalwa ngayie yho
1044,-1,udlalelani qhawe ngalomntfwanebantfu
1045,-1,wuhi kutsiiwani la
1046,-1,yabona mavusana uphendvula intfoyakhe lana
1047,0,uta utanitsandza niyi mali yinii yebegu
1048,0,uyabanyanya yinii bakho bamntfwana yimhnano ka jemusi
1049,-1,kukhulunywa lite mbamba
1050,1,ngyalusaphotha nami nanuhlelo nanwakhiwe ngubane mamba
1051,-1,msangano welihlelo lona
1052,-1,ukhuluma lite
1053,-1,unemaniga mswati akatsandzi muntfu utsandza bantfwabakhe
1054,0,imihnano yami
1055,1,lokwanamuhla kumnandzi kakhulu chubeka ntfulini netisebenti
1056,1,kutente ikhomedi lokwanamuhla
1057,-1,maja vi awutiva kutsii utsini uwanamgogodla
1058,-1,qhawe asekasiyekele ngaleliphara lelingu mphandlana yati ngyalenyanya manii
1059,-1,siteshi semaswati lungisani lomsindvo ikakhulu nakukhona losecingweni asiva kahle
1060,-1,chawe awuyekele kudlala ngemadatha etfu yinii lentfo yabo maja vi bekuncono lesikhatsi unalutfo please ntfulini asidlali la
1061,-1,eishi umubi pandlana yo
1062,-1,manije umtfukelani kute inhlonipho
1063,-1,uvuvukile awukakulungelo loku
1064,1,wadalelwa loku babe meja vi kahle kahle mfowethuwethu ungakuphi
1065,1,nkulunkulu akubusise lunga lephalamende wasendingeni
1066,1,ukhuluma kahle mlangeni babe lutho
1067,0,lowaka shongwe sewungu manigonano
1068,1,simelane unemanidla laswatini uyati lobabe lo
1069,0,nayie makhanya kukhona lakanenkinga khona kukhona lakalahlekisa bantfu khona ngalobunyanga nayie akati lutfo makhanya lapho nje nine mavukanjenana nimanie niyamphikisa lowaka shongwe simelane namakhanya abati lutfo
1070,-1,usehlatsini lowaka simelane umanie uyamphikisa lowaka shongwe simelane akati lutfo nje ngci simelane futsi unenkhani vele e jericho uyehlelwa nase zioni uyehlelwa ngmoya hhai kubayiiniyanga
1071,1,cha ngyakuva shongwe
1072,-1,lokwemfati loku kuphetfwe ngulotkanjenanatsi balemajobeni
1073,-1,yati lomphandlana uyangibhora nanu ucabanga kutsii konkhe lakushoko kungiko kani sewaphupha
1074,0,impela yimpi ka pharnanitsini ichubekela mphambili siyayia kuyokhulumisananoma vele lapho sengiyo
1075,-1,awuthule msindvoze
1076,1,babe mamba sicela utfutfukise siteshi kuhle kakhulu
1077,-1,nalona lo bhizi
1078,0,bane kuphela lababhala umtsetfo sisekelo
1079,1,sibonga kakhulu ntfulini syabonga nakuwe make kusichazela kutsii sisukaphi saphose safa maniga
1080,-1,labomake laba beva lemali labayiidlile qhawe kufute kanjenanake utfole insha ngaloku leluhlelo lwakho alikho ehlangotsini linye na
1081,1,mphandlana aligugu kulelive uyakhona kusitjela tindzaba ngoba ufuna kusitjela simo sinjengoba
1082,-1,sivumele sishayie ntfulini phela loku akungabi ngabomphandlana sitsini ngalabo labafuna kuphatswa yinikhosi
1083,0,mphandlana ungetulu ngemcondvo kanalabalwa nayie
1084,1,ngatsi bangandza labatokhuluma emacinikanjenana kulelive safa maniga abo zwelimathi labanemona
1085,1,siyabonga make ndzinisa kukhuluma licinikanjenana lelinyanywako
1086,0,akasekele lakushoko babe phandlana sijabulile ngalabanye
1087,-1,kubuhlungu kufundza kutsii balwa ngemagama kwekutsii ngubani lowalandzela magama ebelungi mbamba kepha mxmi anikhoni kuticabangela
1088,1,emapolitiki ayiibhizinisi labantfu laba basemsebentinibatfola imali kushintja emanidla ekuphatsa akusiyo imphendulo kepha bamtfu abanikwe labakudzingaki saudi arabia ute emavuka mbukanjenana banenkhosi kepha umnotfo wabo usetulu lisiko lemasiswati nemihambo yihle kakhulu sinhgulabamyama sibili andi kukhomba kwekutsii siyakwati kuticanga nekutiphatsa
1089,-1,yinii lelebanga shongwe akhulume ngalabafa abente bofakazi bakheasekakhulume lokunengcondvo lobabekahlehle ufuna kutsiini lobabe ukhulume tingakhi tidzaba
1090,1,yakhuluma imbokodvo halala
1091,-1,ya maswati nasihlakaniphile ngeke saladzela batfu labafana nalo mphandlane yo kute umutfu lainhlonipho nelwati kute la
1092,-1,lo mphandlana wakhona ukhuluma inkhukhuma nje njenga malema hhhayii suka
1093,-1,inkhosi kanjenanabhuza beyihlanganyela nalabadzala njalo ngelikanjenanantfo ngu lone maniga mpandlana
1094,-1,hhayii bo tfolani lomunye hhhayii lendvodza lehlanyako
1095,0,unebufakazi buphi kutsii kute labankwentile loku kusho kutsii ukulelicembu
1096,-1,shongwe licaca alitiva kunuka kwalo
1097,0,nawe ubuyela emuva usho tintfo letenteka kulesa sikhatsi
1098,1,babe mamba cha uyasebenta babe siyabonga isala lakutsieni vele kwentiwe indlela kubonakale kutsii lamaswati laguna tinkhundla manigakhi mine lengikwatiko kutsii uma sive sinetineka kutawusho kanjenanana hhhayii lisekela landunankhulu nemalunga asephalamende sive
1099,0,kona siphila sibutfo la
1100,0,phendvula mphandlana yabani ipudemo
1101,0,ngenelela kanjenanamanidla sengito letikhatsi tekugcina nababentfu labadzala babulalana
1102,-1,rafela utsandza meja nakashayia mphandlana uyalamula
1103,1,hahaha inja yemdlalo ngimkhanuke
1104,1,nalike live lesilifunako
1105,1,uyayiivuma induku
1106,-1,ehhi kepha kuyasifaka sibhakela lokwamiphandlana
1107,1,sekumnandzi laswatini
1108,0,ulala wemuzuzu umbholofidii
1109,1,bayiethe waphakathi
1110,1,sibonga kakhulu umyaka lomuhle
1111,1,kwaze kabakuhle siyabonga sitfombe
1112,1,bayiethe waphakathi
1113,1,khula mbangazithi bayiethe waphakathi
1114,1,mswati inkhosi sibibli bayiethe waphathi
1115,-1,bantfu badziniwe ngulombukanjenana bancane kelendawo
1116,1,bayiethe waphakthi hlanga lomhlabathi khula mlisa
1117,1,khula mlisa
1118,1,halala eswati halala mbube yemhlaba bayiethe waphakathi
1119,1,bayiethe waphakathi
1120,1,kuhle bayiethe
1121,1,bayiethe waphakathi
1122,1,ube nelisuku lelihle lekutalwa mbangazitha
1123,1,khula mlisakhula dlamadodakhula dlalusekwakhula ngwenyama nduna khula thole lenyatsi inyama yesibandza imunandzi ekoseni
1124,1,ube nelisuku lelihle lekutalwa mbangazitha
1125,1,bayiethe waphakathi
1126,1,ube nelisuku lelihle lekutalwa mbangazitha
1127,1,bayiethe waphakathi
1128,1,uyimbube uyesabeka bayiethe
1129,1,nemambala
1130,0,labolabakholelwa kulo liyabasebentela nkulunkulu utsembekile
1131,-1,nkulunkulu akakusite nkosi ubuye esimeni sakho sekuphila mayie boshumayiela nkosiyami yo sathane wadlala ngawe bo
1132,0,itsunami
1133,-1,hhayii ayiikho lento
1134,-1,ngiyacala kubonumuntfu lobhhayiiza kanjenanga meja yo uyalimosha ligamalakhe lomfowethu
1135,0,liwayiinii yenebakitsi livele limhlanyise meja
1136,-1,ngbatse ngyalalela ngyalalelisisa ayii angiva ntfulini kahlekahle sitsini sihloko lenikhuluma ngakanjenana suke kunengi lokukhulunya ngbabe majori
1137,1,chubeka uskhicitele mamba nanuhlelo
1138,1,ngiyakuthanda nsizwa yakamamba nomsakazowakho
1139,-1,alikho licinikanjenana kuleyo ndoda chawe
1140,1,mkhanukwa engekho
1141,1,bayiethe waphakathi kona sikhatsi lo wemizuzu ubemncane sibili kulandzela kwekutsii lokunengi akukacaciswa kahle ikakhulu kuletincomo
1142,1,siyabonga bhuti ukhuluma licinikanjenana
1143,1,bekukuhle impela
1144,0,ngicela ntfombi yemuswati etokwendza la kitsi kwacele kzni
1145,1,ngiyakutsiandza loku
1146,1,eswatini muhle nenkhosi kanjenanabhuza yayiisembili ngesikhatsi sayio
1147,1,halala maswati ngise kanjenanauthi africa endasi enkomazi
1148,1,ngiyatichenya ngani
1149,1,kwakuhle kwethu
1150,1,ngihalalisela lomudze welive lakangwane asibumbaneni nine bekunene imicimbi lenjengalena ihlanganisa sive singatsatseki sicine ekubumbaneni bayiethe waphakathi
1151,1,niyinitsandvokati
1152,1,nengca emakanjenanatja nengce nemaphoyisa nihamba embili jele yo
1153,1,bayiethe waphathi uyimbhube uyinigwenyama
1154,1,libuse lomudze kunabo bonke eswatini
1155,1,kuhle impela kuyadzelisa
1156,1,nani lordi wehlukile awulinganiswasithwale jehovahi kulomhlaba usumubi kanjenana
1157,1,sbusikanjenana mthembu ave uhlabela kamnandzi nani
1158,1,udla mathole ezinyathi
1159,1,bayiethe waphakathi
1160,1,imithandazo yami inenkhosi ngoba nelibhhayiibheli liyasho kutsii nkulunkulu nguye lobakhetsako
1161,1,nkulunkulu abasise inkhosi mswati
1162,1,kwaze kwagcwala bo bantu base swatini bayiayiithanda nenkosi yabo
1163,1,kwaze kwaba kuhle ka ngwane eswatini mona phansi nine bekhunene uva kuhlambuluka umtimba tibhusikanjenana temvula ngwenyama live lakho uli bhusa ngekhuthula haleluyai
1164,1,eswatini live lami
1165,1,bayiethe waphakathi silo semaswati bayiethe
1166,0,yi uyabona bacinisile nabatsi kuhlekwa noma kufiwe
1167,0,kumnandzi le esibayieni
1168,0,ningizimi africa sidzinga kusekela emaswati njengoba bafundza kitsi
1169,0,isadci seyifeyilile yancoma mswati
1170,-1,mswati akasuswe ebukhosini nyalo
1171,-1,kuphtfwa ngumongameli kuligibe khetsani lenye inkhosi angeke nikutfole kuthula
1172,1,uyabona iowacala lokugula singambonga ngani ngobe emehlo emaswati avulekile sesiyibona kutsii lomgcilati akanadzaba nesive
1173,1,nginitsandza nokhe
1174,-1,loyo lenimubuta imibuto ute lenye indlela ngaphandle kwekuphendvula ugubhela kwetakhe
1175,-1,maniini kutsii emaswati afuna lushintjo tsanini labanye babo nalabanye balamaniye emave
1176,-1,uni andi au batsi bagadze simo sibe sifa
1177,-1,mswati vele awukhoni kucabanga uyinija unomona
