label,Comments
0,Ngingakutsengela ngisho nasiphi sitolo les&#39;lousy..ngitsenga nje ePicknPay
-1,Smallz ngicela leLINK yaMJINGI YaDLIWA INHLITIYO
0,ngiyacolisa kuta ungakanga buzzi
-1,P. O Box Kuyanyiwa emhlabeni
0, nguban losalako ?
0,Yabo ngimuve kahle Gedli nakabuta kutsi pho why ungasho satsenga Stout 
0,Lenkhulumo yakho mani wena smallz
0,ngiphusha ngayo phela
-1,Gogo utsandza imali
-1,Gogo sofuna nekumulayida ngemlilo....mnikeleni ngetinja bevele ngishito kutsi angikufuni
0, Yhu uGogo
-1,  gogo uyayitsandza imali
0,Hhayi cha! Lokwabonwa yimali 
-1,Vele umokhele gogo ngemlilo lomkhulu avutse uyakudzelela uyati
0,Zange ngihleke so shem jhiiii 
-1,"gogo ,imali. solomoni amanga. vele bewungeke wakhe lowomuti."
1,Guys sengifile luhleko
0,Smalis singisi 
-1,Ye smolisi ngtakbahlata mine gogo why do u keep calling solomon  yewena solomonthe way gogo danced
0,Indlela gogo lambuka ngayo smallz naseka khuluma isiNgisi
0,Yashintj&#39; inkhulumo!
-1,solomoni bakwale ngtao tonkhe tindlela
1,"I video lehamba embili mhlaba wonkhe jikelele, ngiyabonga futsi ngitsandza kwendlulisa lutsandvo lwami lenginalo ngani"
1,ayiiii wangakhela busuku bami gogo abengasamfuni mkhulu ngenca yemali sosithandwa sakho futsi
1,"sengibkele angisakhoni kuyekela! Ngichazwa ngulendlela lashinja ngayo gogo uma abita  Solomon, ilotto nkutsengisa ticephu, maolintji,3 tinkhukhu, mahewu, makotapeni. Silwane ufute mkhulu ngebucili. Ngayabamba mkami!"
-1,logogo akacushwa emalini....uze atfuke
0,Yebonine nimuvile yin lo
-1,Solomon  udlale ngemizwa yagogo ngobe ati kutsi gogo utsandza imali
-1,"Uwine malini Solomoni?? Tsotsi welikhehla, yingako gogo sengasakufuna"
1,ave ningibusisa ngiyanilandzela ninelithalente bandla
0,Gogo nami 
1,Ngumkhulu wakho lona landza sigici..emalini gogo
0,Cha cha gogo nangu lomuntfu
0,Yewena Solomon yoooo guys
0,Ubambe malini? Solomon kikikikik
0,hahahaha
0,kwentiwa yini mkhulu singamuboni ekucaleni.... ... 
0,Yingakhi lemali?
-1,Letimphama
0,Solomoni 
1,Gogo uhamba embili
1,"Hawu gogo, ufuna imali kumkhulu, ngiyanikhumbula madoda kanye nagedlembane, ukuphi manje yena"
-1,cishe taphel&#39a; tinkhukhu tagogo ngelotto lengekho
0,&quot;Yewena Solomon&quot; 
-1,Lomkhulu emanga kodwa
0,"yingakhi lemali ngumalini , "
-1,Ngitokubahlata mine 
-1,Gogo Marauyinja.........
0,uyabo gogo ula
0,KODWA SOLOMON 
-1,Yey wena Solomoni
0,Solomon<br><br> Kodwa Gogo
0,"Hawuuu ngobe sobambe ilotto, "
-1,"azange sengihleke kanjenangihleke ngaze ngasuta ayi mara gogo made my day jinsus kwasho ema shayina afuna kutsi jesus,sekubaba litfumbu"
-1,Hey gys aai niyangibhubhisa ngensini
-1,     Solomon ngatsi utele kutodlala ngagogo nje
-1,Wena smallz naGogo imphela nitangitfolela lomunye umsebenti ngoba umlungu Wami utangicosha lokuhleka sengihluleka nekutibamba....
-1,Cha solomon uhlangene netigebengu
-1,"ngabe nginemetjiso ngabe ngiyamklwebha, ngimnikele ngetinja"
1,"Solomon <br>Gogo awu kodwaaa uyawubusisa umphefumulo wami, ngiva kuyanongotela"
-1,Mkhulu....Le figure yakho ayisiyo yamanyovu sthandwasam<br>Gogo..... yima ngabomanyovu  ngiminawe ..<br><br>Yiii muntfu ngatsi utoguga afane na Gogo
0,bizo  Solomoni
-1,Mukwebhe gogo dlala ngawe wena ube ufuna Mali
1,Lol gogo yaytjhanda Mali sumbuyisa ngb swine lotto
1,Maye mahle ema legs asimollies cela sishintjiselane shem smalls
0,     Khuluma naye gogo
1,Mne ngiwakho Solomon Myen wam
-1, yhooo Gogo uthand&#39;imali
0,Kodwa Solomon 
0,Akume kuhhwebhana majah
-1,"Sidli lesimbi ngu zwemart udla ngengati yemaswati.ayikho intfo lephilako leyawuphidze ikhulunywe ngu zweli,soyasicansula zweli wakhona"
1,Siyabonga Gawu Gawu for the clarification a lot of us are answered..Amandla 
-1,Cha uyenyanyisana Zweli
0,"Ufuna kutsini lomfana lona, we respect women,,, bomake tsine siyabahlonipha,,, asifani nawe naMswati,,,, we are because of bomake"
0,"Liciniso Lelo zweli ,vele kwawona onkhe emalunga ephalamende avotelwe ngetizatfu letifile lokufaka yona igawuzela khepha lesikubonga ngabo ngu lombono yekukhetsa ndvunanhulu ,kuloko siyabavuma"
-1,Zweli unemona baba ukhuluma kabi wena tsembeka.Bafazi akusibo bantu
-1,"Kukahle kutsi sifake umka Gawuzela vele lemali itobuyela ekhaya ka Simelane. Vele sitabafaka bo Nkosikati ngoba kuncono siyabati bangakitsi kune muntfu lesingamati. Zweli nawe uyadla mosi timali lengabe uyinika labalimala muhla timengemashumi lamabili nakune enyangeni yeNhlaba nalabanye labasokolako ngenca yembuso welinyenti. Siyalungisa ngendlela yetfu futsi sitabafaka. Hlukana nemndeni waka Simelane Bhuti siyabatsabdza ngeke ulunge. Khohlwa Zweli khohlwa. Wena uhlulwa yinzondo lembi kabi kabi. Akate a boast Magawugawu. Ngeke sitjelwe nguwe. Nibobani nine kutsi nitsi niyalungisa!? Ngitsi lesilungisako sisive uyeva kambe mngamu. Ungasenti tilima wena. Kufaka make Gawuzela na make. Bacede luhlelo lwetfu kute siketule Mangololo kute angototsenga bantfu betfu  Awume nje wena mfana wena soyasenyanyisa. Tsine senta ngendlela lefanele. Naku lukhetfo lukhona kube saya ngani ngabe Mangololo utatentela nje. Simelane uhlakaniphile Zweli wena ubulawa kutsi wehluleka kubulala Gawuzela. Hlalani phansi nine nibukele lomunye umnyaka. Wena ubhodla inzondo Gawuzela uyakutjela. asewume lokusenyanyisa. Bo Macford bentani khona lephalamende utonaka LaZwide. Tsine sijabula nekuva lelivi Simelane, uyeva kambe. livi lakhe liyasekhutsata alifani nalelakho. Unemoya lomubi Bhuti tihlolisise, nengcondvo yakho yomile mani ngatsi awufundzanga. sengigcina ,  uhlale wati kutsi awusuye uncondzisi wentsandvo yelinyent eswatini kkufake lanhloko yakho loko. Gawuzela ulungile kungako siphilela yena uyeva kambe Bhasobha sesitakuzonda kani sibazalwane, kahle bo wena mfana uta kabi. Besitsi sewengca kulenzondo kani usagaya! Bhasobha. Sonkhe sinemaphutsa but sifuna kumbona Jesu Khristu nakabuya ngako we purify ourselves daily engatini ya Jesu Khristu. Nawe susa inzondo Bhuti. Na Mswati asimzondi noma enta bo Bacede kanjena. Senta ngendlela yekutitfoba. Jesu nguye lotasipha i Democracy, not you, ngeke usitjele ndvodzana nats&#39; emanti fana lakhe. First iff you never wanted emaSwati to participate now you&#39;re telling us, KHOHLWA ndvodzana sibadzala. Lentfo yakho lena sitayilalelisa bonke bantfu batakuva kutsi unemoya lonjani. Titfobe ku Jesu Khristu Zweli wemukele umusa lotakufundzisa kutfobeka. You&#39;re riding a high horse and need some clipping of wings of which onky Christ Jesus can help you. Bye  Uyamangalisana uyati. Inzondo yakho ikabi ndvodzana uyeva kambe. TITFOBE UPHENDVUKELE KU JESU KHRISTU."
-1,Usaphila enhloko yena lo zweli? Ufuna bo Mr Thabiso Moloi batomtjela lamaciniso
0,Ufuna kutsini
-1,Why ufune kulalelwe wena
-1,Fokof
-1,Uyanya loZweli wenu akayingani yena ayoba lilunga lephalamende
-1,"Nguwe lofuna lemali, siyekele ngemona sidziniwe nguwe nemhobholo wakho."
-1,ingabe uyaphila yini lo babe lo. Is this jealously necessary expecially at this time where we need unity. Sewusidzinile lo babe lo. Stand strong Hon G. God is on your side.
-1,Asihloniphananeni phela boNkhosi....hhawu inzondo lengaka xem
0,Attacks from regime now MDM ...asati sitawenta njan
0,Few weeks ago bewuts asingabhalisi nyalo sewusitjela kuts singavoteli bani
-1,Lona uyagula ngengcondvo shem judging to indlela lasenta ngayo tintfo
1,Wasebenta ke Major V
0,Phumuta 
0,Titfumile Dlamini
1,Siyabonga Major v wente lokufanele
-1,Mfundisi Chaa awunalo liciniso ngabe fane mane wathula .. u have failed to answer the ask
1,ngivumelana nawe! asilole letiNkhundla tetfu. sitfukulule kukhwabanisa. Livekati leAfrica alikaphumeleli ngenca yemaphathi asente kutsi TINKHUNDLA tite bukhwabanisi KUPHELA.
1,Uyati kukhona lakuyiwa khona kepha simakandze uyawutsatsa indzawo
-1,"Qhawe, it looks like wena usbukelisa  bantfu banye kuleprogramme yakho.<br>Why usbukelise loSihle wakho lochukuluta sive ngalendlela lakhuluma ngayo <br>Kutsi kukhulunywa kahle esuke yena amemete as if ubita ummemo.<br>We have heard him and it is enough, get another person on the same or different topic."
-1,Usenta tilima
0,yini ligama lelalifilimu kantsi futsi ibonwa nini sive sonkhe
1,Sicela kuti khetsela ndvunankhulu
0,Buta lomuntfu kutsi lamaswati akaholi ngan
-1,Laba bobabili bakhuluma lite.  Nale ntsatseli lena ngatsi inguMangololo
-1,Uyanya wena Sihle wena. Nguyiphi lentfutfuko lokhuluma ngayo
-1,"Lenkhulumo ayitsintsi tinhlangotsi tonkhe Ngabe  kune lilunaga leliCoco ngobe umuntfu  lowatiko ngelicoco. Kwakutsiwa licoco ngilo lelabeka Mswati, beyingafuni. Lomake akalikhiphi liphelele liciniso"
0,Ngicela manamba alomake
1,Siyabonga Chawe yati wena uyalakha lelive!!
1,"labafati kufanele banikwe lokuhle kubongwe lomsebenti wabo, machawe sibili"
1,Wakhuluma make wam emaciniso langangeke antjintje ayohlala anje....
-1,"Nankha ke emaciniso , tidlamlilo asitifuni la kaNgwane , kadze sabuswa bukhosi , kingani sekufuneka sibulahle mine angeke ngilahle indlela lengikhule ngayo"
-1,uyitsintselani lendzaba nyalo sekashonile umntfwanenkhosi Mfanasbili ngobe nguye lebekayifuna
0,"Mahamba yedwa njengelanga, mahamba yedwa okwe nkhomo lelahlekile, Nkhosi ingani ukubhodla kwakho kuletha ukuthula. Wena wekunenene! "
0,Mapapa nema vosi.
0,Slwane sacela uyekele  ngicele Gogo ngoba ngite. Lol
0,Kuteeeee! 
-1,lenii gogo angawawashi emabhodo
0,Kuyadlalwa Kan.... Tisukumele Gogo slwane akacondzi kuts ucela kuye nawute 
-1,Yabona the lenkhulumo yekucala ngibulele....SHOTSI KUYADLALWA
-1,Slwane  hayi bo ngafa luhleko
0,nanisa Nandlela bo
1, uyononga ini? 
0,Kwayangani INkhosi Sobhuza II amcoshe kangaka lomntfwana ebuncaneni bakhe!? Siyabonga Mntfwanenkhosi kwenta sincumo ushiye lendlela yebumnyama bewumosha ngayo bamtfwana bema Swati. Ngiyetsemba loku bewukwenta usengakabi ngu Mfundisi e JC Matsapha. Ngitibuta kutsi uyetama yini kubalandzela labo Sisi Bhuti labawela kulolugibe bewukulo. Balandze Mlangeni nabo bamtfole Khristu Jesu bangayi esihogweni. Natsi siyakhuleka Jehovah asisite ebutsakatsakeni betfu.
0,"Eyi..ngiyabona kutsi all Emaswati onkhe kufaka ekhatsa nenkhosi Eswatini afuna intfo yinye lefanako inkinga kutsi ungubani  wena, Ungumsa wabani wena...&#39; knatsi ngabe sibuka matisi kutobona kutsin ingabe ungilo yini liswati  Budli nenhlitiyo lembi ilibulele lelive. umanginesikhundla kuministry tsite, bonkhe bantfwana netihlobo tami tiyosebenta, akubukwa kutsi tiwufundzele yini lomsebenti ngona cha. <br>Politics ayikahlobi, futsi ayitange ihlobe. kodwa umangabe bantfu benta intsandvo yabo loko kuyayilimata Politics"
0,ngake ngadibana nalentfo lencanyana elibrary eswatini
-1,Sifuba saGedlembane sikuphi kani
-1,Uyabona Slwane hayi emanga akhe
1,Imnandzi ingoma
0,Swaziland awumncinyana
1,"Chubekan maswati akitsi nkosyam nisiphemandla yati, mine nigtfola emandla umanigilalela lengoma yenu "
1,Nalokutsi ngiliswati njee ngitiva ngimkhulu 
1, ingoma yakho mfethu imnandzi kakhulu
1,Washaaaa
1,"ihamba embili mfanami, letako sitoba sobabili   "
0,"ecinisweni , lona ufanelwe ngulokunengi kunaloku lanakokepha kuba ka Gogo Eswatini kufike kube ngudodi khona lapho"
1,Bantfu benhlitiyo yami
1,ngiatichenya ngani maswati akitsi 
1,Phakama Bhuti omdala Muhle Umsebenti
1,"wawu , ngaze ngayitfola lengoma kuhle mnetfu"
0,Khuliuma mntfwanababe
1,Hhawu sukan Madoda
1,"Ngiyidlala nsuku tonkhe lengoma , ngiyayitsandza "
1,Woozaa
1,ngibukele ngtsandza 
0, Titosulwa ngusimakadze
1,Uyayibetha bhuti
0,Kube bengati kutsi titawubutfwa ngubani na!!
0,Aw yopha njalo nangbuka langphuma khona
1,Umtukulu weMatfombeni uvumelana nawe 
1,Kunini uphanda Gazi umthantazo wakho uyazwakala kumdali phambili
1," ngiyacala kuyiva, nekuyibona lengoma, ngiyibone kuFacebook lapho khona benisesikolweni lesikhulu eMhlatane,imnandzi chubeka njalo."
1,Solo anisho ngan kutsi kunetintfo letimnandz so
1,"Bengitjela labafana bakitsi ngitsi asenishaye I tingoma temagitali utolalela bunandzi ne mlayeto lovakalako lena ivakala kahle , nhiatichenya ngawe "
1,"Yewena mfana awsu pholofitha wena...nguban lokucocele indzaba yami, yihle ingoma  "
1,"Yoh, lengoma solo isengcondvweni yami sikhatsi lesidze , ngiyayitsandza"
1,Iya vuuuuuuuuuuuuuuuuutsa
-1, silwane
0,Slwane shemu hhha logogo wakho bekaku nyofile mbamba .
1,"Hawu gogo haha , ubonakalisa slwane"
0,Kodwa gogo
1,ngiyabatsandza lalababili 
0, tiphuma tonkhe tindzaba gogo
1, ayibo gogo tingcoza letimnyama
-1,Logogo uyagula lo
0,Utodlela mntfwanami kudla kwakhe
0,Tingcosa letimnyama.
-1,Gogo kepha
1,gogo naslwane nangakhela lusuku yoooh
0,Emaplasitiki gogo 
0,Futsi vele bakutsatsaphi wena gogo tingcoza lemtiyama emaphastiki utsadza lowasebhange
-1,"labantfu bayengekile ,baphila emaphushweni langalungeli emaSwati"
1,Nkhosi Dlamini
1,Waze wabeka Zinyane lembube nenhlonipho hlubi lomuhle
0,Ngabe kuyangan loShukela adule kangaka ngatsi uta ngemkhumbi kan wakhiwa lakangwasane?
1,Siyabonga mhlonishwa kukhulumela sive
1,inkhulumo lenhle  mayiwane
1,"Ubeke kahle Maseko,and uyasebenta mane ungatishayi sfuba"
1,"Hhay kukhankhasa,nekutishaya sfuba,utfunyiwe mhlonishwa,khulumela sive"
1,"Wabeka umhlonishwa,uphose wafa mahhashi"
0,Mine ngitsi kunciphisa umnyaka to iminyaka ibe ngephasi kwemashumi lasitfupha. bakhona labo labapenishelwa kancono.
1,Bamane bayalibanga lakho Silo Sikhulu
1,Bayethe Wena Waphakathi live lakho
1,inkhosi yami lengiyitsandzako 
-1,sekute yini lomunye longahumushela leNgwenyama ngoba lo hhayi mani
0,Mine cela mabhalane wenkhosi sekake ngasho nje kube 5noma sikhulumeli sahulumende lokwakhulunya sive esibayeni kweteka 5nje
-1,lomhumusho uyadzinana 
1,Bayethe wena waphakati.  Uyimbube uyesabeka. Lunwele loludze Siloskhulu.
-1,buyelani niyikhulume lendzaba ayikapheli.
0,"mbambambamba , inkhulumiswano idzingekile. Kuyaboniswana. Lonyatselekile akangabukelwa phansi. Ey kepha utsi babe Bhenethi kuyatsatfwa. Emaswati solo asaba emaphoyisa embube .Siphila ngemusa waNkulunkulu"
-1,Wena Mphandlana ungulokunye kwaletintfo letingalungi laveni..kute kwakha lokungentiwa nguwe ngoba lomunye umuntfu longavumelani nenhloso yenu nimaphathi awumkhandzi akhuluma liciniso
1," sineligugu lapha kuBabe Shongwe , uyayati indzaba yakhe"
-1,Inkinga niyasesabisa angeke inkulumiswano ilunge kwanyalo. Wena Mphandlana ubanga umsindvo welite. Tinkhundla tikahle kakhulu ngoba wonke muntfu unelitfuba lekuvota hhayi lesi layilayi lesimaphathi kubukwa ebuholini kuphela
1,Ngima nawe Shongwe banemanga vele
-1,Uyalikhuluma lite Bhenethi
1,"akahlonyiswe Qhawe, inkulumiswano imcoka kulabo labangavumelani, kuboniswane ngetinkinga letisivelele eveni.Bantfu bakitsi ababe ngulelishintjo labafuna kulibona."
-1,Uyahaza ye Bhenethi. yini lenhlonipho lokhuluma ngayo nangabe live nilibulele kanjena noma lenhlonipho loyishoko ngulokweba lemali yelive.
1,Kunjalo Shongwe ayiphele indzaba yekubhaca ngelicembe.
1,Kunjalo Mntimandze 
-1,"Babe wolitha Bhenethi  ubhaca ngelicembe, wati kahle kutsi yonkhe lentfo yoniwa yinkhosi Sobhuza II, nga 1973."
0,"inhlonipho neliciniso ngulesikudzingako,. Live lishile lashiswa bantfu labanemanga futsi labete inhlonipho. Inhlonipho ibalulekile."
-1,"Babe  Mphandlana inkulumiswano nekumemeta akufani , awukwati nekutimela  "
1,"ngiyayitsandza babe Bhenethi, ucinisile "
0,"Inkhosi yinkhosi ngebantfu, uma ingasabalaleli isabusa ini?"
0,Tsine sicela kutikhetsela indlela lesingatsandza kuphatfwa ngayo simaswati. Kepha lokubulala bantfu akusiko kusebenta lesingakuncoma
0,"iNkhulumiswano iyadzingeka ngalokuphutfumile D uma kunemsindvo. Uma batsi asimele kuthula kucala bese siya enkhulumiswaneni,  kusho kutsi bayakucondza bumcoka beNkhulumiswano. Sikhulumisana nje ngoba siyalwa, sidzinga lokukhulumisana kucala kuze sakhe kuthula."
-1,Shongwe awukayilungeni inkhulumiswano. 
1,"Benet uyavakala babe, ingako lamaphathi labawafunako angeke akuletse kuthula ekuveni."
-1,ihlonipho ibalulekile kwekucala nje lesigcoko sitsini kushongwe
-1,"Mphandlana usinengiso  !! Ufuna ingkhulumiswano kepha akakhoni kutikhulumela yena kunkhulumo mphikisano , labanyusa livi bayaye babete emaphuzo lacinile Ukhuluma emanga"
-1,"Benethi, babe. Hamba uyofundzela i kutimela. Uhlele emaphuzo, hhayi lilokwethulaka akusiko lobutwakona ufihla liciniso ube ulati. Shongwe wenta ncono. Hhay lenakwanta nasihle."
-1,"Phendula ngendzaba ya20 ye Bhenethi, hhay kufaka bo sistela labangekho"
1,Ngyamuva mine Mpandlana . Hhay lo Bhenethi mangololo lomkhulu ugega liguma.
1,kunjalo Mphandlana Mswati akati indzawo yakhe. Qhawe wena vela nje kutsi uhambisana neMzala wakho.
0,Mine ngicela kubuta kutsi yhini lengentiwa kute kunatfwa kwatjwala  lakaNgwane
1,major V lichawe lami
-1,Angimuva lomuntfu wenu lo. Utsini kahle kahle?
-1, yabona kwa Chawe kwenyana ngetindlela letiphansi
1,sengijake lolunye luhlelo lwaMeja V 
0,kugcekwa 
0,Yini ngatsi udlile Nkosi?
1,ngitsandza kucabanga kwakhe Lone ndlebe akeve
-1,Qhawe udlala ngeMaswati kulelihlelo i
1,emadvodza lamahle hahaha 
0,Qhawe Mamba
-1,lwani leluhlelo leli 
-1,Yabona Qhawe uhlekisa ngalomuntfu weNkhosi lowatsikabeteka engcondvweni
-1,"Maja V ufuna kushaya tsine ayekele Qhawe? Akayiboni lemibuto kutsi yekumcaphata? Naye wa Hlubi uyaphendvula kudlalwa ngaye, yhoo"
-1,Kodwa udlalelani Qhawe ngalomntfwanebantfu
-1,Wuuuuuuuuh kutsiwani la?
-1,Yabona mavusana uphendvula intfoyakhe lana
0,Uta utanitsandza  niyi Mali yini. Yebegu
0,Wena uyabanyanya yini bakho bantwana. Yimhlolo ka Jemusi
-1,kukhulunywa lite mbamba 
1,Ngyalusaphotha nami loluhlelo lolwakhiwe ngubane Mamba
-1,msangano welihlelo lona.
-1,ukhuluma lite 
-1,Unemanga wena mswati akatsandz muntfu utsandza bantfwabakhe
0,imihlolo yami
1,"lokwanamuhla kumnandzi kakhulu , chubeka Ntfulini netisebenti "
1,Kutente ikhomedi lokwanamuhla
-1,"Wena maja v awutiva kutsi utsini, uwanamgogodla"
-1,Qhawe asekasiyekele ngaleliphara lelingu Mphandlana yati ngyalenyanya mani
-1,"siteshi semaSwati , lungisani lomsindvo  ikakhulu nakukhona losecingweni , asiva kahle "
-1,"Chawe awuyekele kudlala ngemadatha etfu, yini lentfo yabo Maja V, bekuncono lesikhatsi unaLutfo, please Ntfulini asidlali la"
-1,Eish umubi Pandlana yoooo
-1,"Manje umtfukelani, kute inhlonipho "
-1,uvuvukile awukakulungelo loku 
1,wadalelwa loku Babe Meja V Kahle Kahle mfowethu ungakuphi
1,Nkulunkulu akubusise lunga lephalamende wasendingeni.
1,ukhuluma kahle  Mlangeni Babe Lutho
0,Hawu lowaka Shongwe sewungu Mangololo
1,Simelane unemandla laswatini uyati lobaba lo .....
0,"Naye Makhanya kukhona lakanenkinga khona, kukhona lakalahlekisa bantfu khona ngalobunyanga, naye akati lutfo Makhanya, lapho nje Nine Mavuso nimane niyamphikisa lowaka Shongwe, Simelane naMakhanya abati lutfo"
-1,"Usehlatsin lowaka Simelane, umane uyamphikisa lowaka Shongwe, Simelane akati lutfo nje ngci, Simelane futsi unenkhani, vele e Jericho uyehlelwa nase Zion uyehlelwa ngmoya, hhai kubayinyanga"
1,Cha ngyakuva shongwe
-1,Hhawu lokwemfati loku kuphetfwe ngulotsotsi balemajobeni
-1,"Yati loMphandlana uyangibhora shemu, ucabanga kutsi konkhe lakushoko kungiko kani sewaphupha"
0,Impela yimpi ka pharoh....itsini ichubekela mphambili siyaya kuyokhulumisana..noma vele lapho sengiyo
-1,Awuthule msindvoze
1,"Babe Mamba sicela utfutfukise siteshi, kuhle kakhulu. "
-1,Nalona lo bhizi  
0,Bane kuphela lababhala Umtsetfo Sisekelo
1,"sibonga kakhulu Ntfulini, Syabonga nakuwe Make, kusichazela kutsi sisukaphi. Saphose safa manga."
-1,"Labomake laba beva lemali labayidlile Qhawe kufute soke utfole insha ngaloku , leluhlelo lwakho alikho ehlangotsini linye na"
1,Mphandlana aligugu kulelive. Uyakhona kusitjela tindzaba ngoba ufuna kusitjela simo sinjengoba 
-1,"sivumele sishaye Ntfulini phela , loku akungabi ngaboMphandlana, sitsini ngalabo labafuna kuphatswa yiNkhosi"
0,Mphandlana ungetulu ngemcondvo kanalabalwa naye 
1,Ngatsi bangandza labatokhuluma emaciniso kulelive safa manga abo zwelimathi labanemona
1,siyabonga make Ndzinisa kukhuluma liciniso lelinyanywako.
0,"akasekele lakushoko Babe Phandlana, sijabulile ngalabanye"
-1,"Kubuhlungu kufundza kutsi balwa ngemagama kwekutsi ngubani lowalandzela magama ebelungi, mbamba kepha, mxm anikhoni kuticabangela ?"
1,"emapolitiki ayibhizinisi, labantfu laba basemsebentini,batfola imali, kushintja emandla ekuphatsa akusiyo imphendulo , kepha bamtfu abanikwe labakudzingaki. Saudi Arabia ute emavuka mbuso banenkhosi kepha umnotfo wabo usetulu. lisiko lemaSiswati nemihambo, yihle kakhulu, sinhgulabamyama sibili and kukhomba kwekutsi siyakwati kuticanga nekutiphatsa."
-1,"Yini lelebanga shongwe akhulume ngalabafa abente bofakazi bakhe,asekakhulume lokunengcondvo lobabe,kahlehle ufuna kutsini lobabe ukhulume tingakhi tidzaba"
1,"Yakhuluma imbokodvo, Halala"
-1,"Yaaa maswati nasihlakaniphile ngeke saladzela batfu labafana nalo mphandlane yooo kute umutfu la,inhlonipho nelwati kute laa"
-1,Lo Mphandlana wakhona ukhuluma inkhukhuma nje njenga Malema. Hhayi suka!
-1,iNkhosi Sobhuza beyihlanganyela  nalabadzala njalo ngelisontfo Ngu we lone manga wena Mpandlana
-1,Hayi bo tfolani lomunye hhayi lendvodza lehlanyako 
0,"Unebufakazi buphi kutsi kute labankwentile, loku kusho kutsi ukulelicembu "
-1,Shongwe licaca alitiva kunuka kwalo 
0,kodvwa nawe ubuyela emuva usho tintfo letenteka kulesa sikhatsi
1,Babe Mamba cha uyasebenta babe siyabonga  kodwa isala lakutseni vele kwentiwe indlela kubonakale kutsi laMaswati laguna Tinkhundla mangakhi kodwa mine lengikwatiko kutsi uma sive sinetineka kutawusho sona hhay lisekela laNdunankhulu nemalunga asephalamende kodvwa sive 
0,Kona siphila sibutfo laaa
0,"Phendvula Mphandlana, yabani iPudemo?"
0,Ngenelela somandla sengito letikhatsi tekugcina nababantfu labadzala babulalana
-1,rafela utsandza meja nakashaya mphandlana uyalamula
1,Hahaha inja yemdlalo ngimkhanuke
1,nalike live lesilifunako 
1,Uyayivuma induku
-1,Ehh kepha kuyasifaka sibhakela lokwamphandlana
1,Sekumnandzi laSwatini 
0,Ulala 2 wemuzuzu profeth
1,Bayethe wena waphakathi
1,"Sibonga kakhulu, umyaka lomuhle"
1,"kwaze kabakuhle , siyabonga sitfombe"
1,Bayethe Wena waphakathi!!
1,Khula Mbangazithi  bayethe Wena Waphakathi 
1,Mswati Inkhosi Sibibli  bayethe wena waphathi
-1,"BANTFU BADZINIWE NGULOMBUSO, BANCANE KELENDAWO"
1,BAYETHE WENA WAPHAKTHI HLANGA LOMHLABATHI KHULA MLISA 
1,Khula Mlisa
1,Halala 55 Eswati halala mbube yemhlaba bayethe wena waphakathi
1,Bayethe wena waphakathi
1,Kuhle bayethe
1,Bayethe wena waphakathi
1,ube nelisuku lelihle lekutalwa  Mbangazitha
1,"KHULA MLISA,KHULA DLAMADODA,KHULA DLALUSEKWA,KHULA NGWENYAMA NDUNA, KHULA THOLE LENYATSI ,INYAMA YESIBANDZA IMUNANDZI EKOSENI"
1,ube nelisuku lelihle lekutalwa mbangazitha 
1,Bayethe wena waphakathi
1,ube nelisuku lelihle lekutalwa mbangazitha
1,Bayethe wena Waphakathi
1,Uyimbube uyesabeka bayethe
1,Nemambala
0,"Labolabakholelwa kulo liyabasebentela ,Nkulunkulu utsembekile"
-1,Nkulunkulu akakusite Nkosi ubuye esimeni sakho sekuphila maye boshumayela. Nkosiyam yooo sathane wadlala ngawe bo
0,Itsunami
-1,Hay ayikho lento
-1,Ngiyacala kubonumuntfu lobhayiza kanjenga Meja yoooo uyalimosha ligamalakhe lomfo
0,Liwayini yenebakitsi livele limhlanyise meja
-1,Ngbatse ngyalalela ngyalalelisisa ayi angiva Ntfulini kahlekahle sitsini sihloko lenikhuluma ngaso suke kunengi lokukhulunya ngbabe Major
1,Chubeka uskhicitele mamba loluhlelo
1,Ngiyakuthanda Nsizwa yakaMamba nomsakazowakho
-1,Alikho liciniso kuleyo ndoda chawe
1,Mkhanukwa engekho
1,Bayethe Wena waphakathi Kona sikhatsi lo 3 wemizuzu  ubemncane sibili kulandzela kwekutsi lokunengi akukacaciswa kahle ikakhulu  kuletincomo
1,Siyabonga bhuti ukhuluma liciniso
1,bekukuhle impela
0,Ngicela ntfombi yemuSwati etokwendza  la kitsi kwaCele KZN
1,ngiyakutsandza loku 
1,Eswatini  muhle nenkhosi Sobhuza yayisembili ngesikhatsi sayo 
1, halala maswati  ngise south Africa endasi enkomazi
1,ngiyatichenya ngani 
1,Kwakuhle kwethu
1,"Ngihalalisela lomudze welive lakaNgwane, asibumbaneni nine bekunene, imicimbi lenjengalena ihlanganisa sive ,. Singatsatseki , sicine ekubumbaneni Bayethe wena waphakathi"
1,niyintsandvokati 
1,"Nengca emasotja, nengce nemaphoyisa nihamba embili Jele yo!!!"
1,Bayethe wena waphathi uyimbhube uyingwenyama
1,Libuse wena lomudze kunabo bonke Eswatini
1,Kuhle impela kuyadzelisa
1,Oh Lord wehlukile awulinganiswa.....sithwale Jehovah kulomhlaba usumubi kanjena
1,Sbusiso Mthembu ave uhlabela kamnandz shem
1,UDLA MATHOLE EZINYATHI
1,BAYETHE WENA WAPHAKATHI
1,imithandazo yami ineNkhosi ngoba nelibhayibheli liyasho kutsi Nkulunkulu nguye lobakhetsako
1,nkulunkulu abasise inkhosi Mswati
